"Year","Cohort","Sex","Drivers"
"1984","Under 16","Female","49"
"1984","16","Male","913"
"1984","16","Female","766"
"1984","17","Male","1,290"
"1984","17","Female","1,109"
"1984","18","Male","1,515"
"1984","18","Female","1,308"
"1984","19","Male","1,706"
"1984","19","Female","1,490"
"1984","20","Male","1,836"
"1984","20","Female","1,645"
"1984","21","Male","1,938"
"1984","21","Female","1,750"
"1984","22","Male","2,009"
"1984","22","Female","1,835"
"1984","23","Male","2,087"
"1984","23","Female","1,922"
"1984","24","Male","2,101"
"1984","24","Female","1,939"
"1984","25-29","Male","10,478"
"1984","25-29","Female","9,811"
"1984","30-34","Male","9,646"
"1984","30-34","Female","9,152"
"1984","35-39","Male","8,470"
"1984","35-39","Female","8,083"
"1984","40-44","Male","6,678"
"1984","40-44","Female","6,320"
"1984","45-49","Male","5,450"
"1984","45-49","Female","5,095"
"1984","50-54","Male","5,083"
"1984","50-54","Female","4,689"
"1984","55-59","Male","5,157"
"1984","55-59","Female","4,709"
"1984","60-64","Male","4,721"
"1984","60-64","Female","4,384"
"1984","65-69","Male","3,851"
"1984","65-69","Female","3,453"
"1984","70-74","Male",
"1984","70-74","Female",
"1984","75-79","Male",
"1984","75-79","Female",
"1984","80-84","Male",
"1984","80-84","Female",
"1984","85 and Older","Male",
"1984","85 and Older","Female",
"1985","Under 16","Male","55"
"1985","Under 16","Female","45"
"1985","16","Male","886"
"1985","16","Female","749"
"1985","17","Male","1,280"
"1985","17","Female","1,100"
"1985","18","Male","1,491"
"1985","18","Female","1,288"
"1985","19","Male","1,663"
"1985","19","Female","1,455"
"1985","20","Male","1,764"
"1985","20","Female","1,582"
"1985","21","Male","1,909"
"1985","21","Female","1,727"
"1985","22","Male","1,982"
"1985","22","Female","1,811"
"1985","23","Male","2,060"
"1985","23","Female","1,893"
"1985","24","Male","2,079"
"1985","24","Female","1,926"
"1985","25-29","Male","10,566"
"1985","25-29","Female","9,887"
"1985","30-34","Male","9,770"
"1985","30-34","Female","9,278"
"1985","35-39","Male","8,711"
"1985","35-39","Female","8,327"
"1985","40-44","Male","6,808"
"1985","40-44","Female","6,461"
"1985","45-49","Male","5,543"
"1985","45-49","Female","5,200"
"1985","50-54","Male","5,101"
"1985","50-54","Female","4,724"
"1985","55-59","Male","5,177"
"1985","55-59","Female","4,733"
"1985","60-64","Male","4,751"
"1985","60-64","Female","4,448"
"1985","65-69","Male","3,917"
"1985","65-69","Female","3,555"
"1985","70-74","Male",
"1985","70-74","Female",
"1985","75-79","Male",
"1985","75-79","Female",
"1985","80-84","Male",
"1985","80-84","Female",
"1985","85 and Older","Male",
"1985","85 and Older","Female",
"1986","Under 16","Male","52"
"1986","Under 16","Female","43"
"1986","16","Male","937"
"1986","16","Female","802"
"1986","17","Male","1,284"
"1986","17","Female","1,114"
"1986","18","Male","1,454"
"1986","18","Female","1,260"
"1986","19","Male","1,585"
"1986","19","Female","1,390"
"1986","20","Male","1,649"
"1986","20","Female","1,480"
"1986","21","Male","1,779"
"1986","21","Female","1,613"
"1986","22","Male","1,909"
"1986","22","Female","1,753"
"1986","23","Male","1,995"
"1986","23","Female","1,840"
"1986","24","Male","2,025"
"1986","24","Female","1,882"
"1986","25-29","Male","10,588"
"1986","25-29","Female","9,926"
"1986","30-34","Male","10,059"
"1986","30-34","Female","9,540"
"1986","35-39","Male","9,088"
"1986","35-39","Female","8,689"
"1986","40-44","Male","7,234"
"1986","40-44","Female","6,861"
"1986","45-49","Male","5,760"
"1986","45-49","Female","5,407"
"1986","50-54","Male","5,121"
"1986","50-54","Female","4,751"
